"Ano";"Localidade";"Índice de Desenvolvimento Humano Municipal (IDHM) ";"Produto Interno Bruto (PIB) per Capita (R$ 1,00)";"Crimes de Ameaça ";"Crimes de Estelionato ";"Crimes de Estupro ";"Crimes de Furto ";"Crimes de Lesão Corporal ";"Crimes de Roubo ";"Furtos de Veículos ";"Ocorrências Envolvendo Tráfico de Drogas ";"Ocorrências Envolvendo Uso/Consumo de Drogas ";"Perturbação do Sossego/Tranquilidade ";"Roubos de Veículos "
"2022";"Cafezal do Sul";"";"";"34";"22";"2";"37";"25";"7";"4";"4";"1";"5";"2"
"2022";"Califórnia";"";"";"83";"55";"3";"116";"63";"9";"10";"2";"4";"9";"-"
"2022";"Cambará";"";"";"157";"140";"12";"321";"105";"23";"18";"42";"19";"25";"3"
"2022";"Cambé";"";"";"752";"1.517";"38";"939";"414";"165";"76";"95";"53";"120";"25"
"2022";"Cambira";"";"";"77";"60";"5";"94";"56";"10";"8";"7";"8";"6";"6"
"2022";"Campina da Lagoa";"";"";"161";"102";"9";"213";"93";"16";"10";"6";"11";"44";"1"
"2022";"Campina do Simão";"";"";"45";"13";"5";"53";"22";"1";"-";"-";"-";"7";"-"
"2022";"Campina Grande do Sul";"";"";"372";"574";"38";"549";"227";"115";"60";"27";"31";"50";"21"
"2022";"Campo Bonito";"";"";"37";"11";"2";"25";"20";"2";"1";"1";"2";"1";"1"
"2022";"Campo do Tenente";"";"";"87";"43";"9";"102";"38";"8";"1";"2";"2";"27";"3"
"2022";"Campo Largo";"";"";"928";"1.523";"67";"1.440";"508";"237";"102";"56";"40";"301";"43"
"2022";"Campo Magro";"";"";"221";"238";"18";"274";"154";"36";"21";"15";"2";"35";"8"
"2022";"Campo Mourão";"";"";"875";"1.233";"57";"1.824";"584";"173";"234";"63";"109";"230";"19"
"2022";"Cândido de Abreu";"";"";"91";"65";"22";"85";"66";"1";"4";"4";"4";"9";"2"
"2022";"Candói";"";"";"124";"58";"18";"68";"78";"13";"2";"11";"3";"13";"4"
"2022";"Cantagalo";"";"";"128";"45";"10";"109";"54";"10";"6";"3";"-";"7";"1"
"2022";"Capanema";"";"";"258";"144";"15";"159";"143";"10";"13";"13";"11";"125";"1"
"2022";"Capitão Leônidas Marques";"";"";"118";"98";"10";"88";"99";"4";"12";"12";"11";"14";"1"
"2022";"Carambeí";"";"";"139";"205";"17";"272";"105";"41";"33";"7";"8";"43";"7"
"2022";"Carlópolis";"";"";"157";"112";"8";"178";"81";"19";"13";"12";"15";"37";"1"
"2022";"Cascavel";"";"";"3.446";"4.893";"173";"5.782";"2.016";"609";"722";"446";"448";"725";"80"
