Ano,Localidade,Crimes de Ameaça ,Crimes de Estelionato ,Crimes de Estupro ,Crimes de Furto ,Crimes de Lesão Corporal ,Crimes de Roubo ,Furtos de Veículos ,Ocorrências Envolvendo Tráfico de Drogas ,Ocorrências Envolvendo Uso/Consumo de Drogas ,Perturbação do Sossego/Tranquilidade 
2018.0,Abatiá,101.0,3.0,5.0,88.0,58.0,20.0,4.0,5.0,11.0,28.0
2019.0,Abatiá,80.0,10.0,4.0,84.0,54.0,11.0,10.0,3.0,3.0,16.0
2020.0,Abatiá,70.0,23.0,4.0,68.0,40.0,9.0,4.0,4.0,2.0,10.0
2021.0,Abatiá,69.0,34.0,3.0,66.0,47.0,6.0,8.0,6.0,3.0,17.0
2022.0,Abatiá,70.0,51.0,3.0,47.0,48.0,2.0,5.0,2.0,3.0,13.0
2023.0,Abatiá,52.0,42.0,4.0,45.0,43.0,9.0,5.0,6.0,8.0,17.0
2018.0,Adrianópolis,43.0,13.0,9.0,31.0,32.0,2.0,2.0,1.0,3.0,3.0
2019.0,Adrianópolis,46.0,7.0,6.0,24.0,19.0,3.0,2.0,1.5,5.0,1.0
2020.0,Adrianópolis,56.0,24.0,4.0,22.0,22.0,2.0,2.0,1.5,6.0,3.0
2021.0,Adrianópolis,60.0,53.0,4.0,31.0,22.0,2.0,2.0,1.5,5.0,4.0
2022.0,Adrianópolis,46.0,32.0,7.0,29.0,37.0,2.0,2.0,2.0,5.0,4.0
2023.0,Adrianópolis,41.0,30.0,3.0,14.0,22.0,2.0,2.0,1.5,5.0,2.0
2018.0,Agudos do Sul,105.0,12.0,5.0,100.0,52.0,19.0,5.0,5.0,4.0,8.0
2019.0,Agudos do Sul,89.0,24.0,2.0,148.0,68.0,13.0,6.0,2.0,7.0,12.0
2020.0,Agudos do Sul,98.0,27.0,7.0,87.0,67.0,15.0,5.0,3.0,7.0,10.0
2021.0,Agudos do Sul,101.0,45.0,5.0,124.0,64.0,18.0,12.0,4.0,5.0,20.0
2022.0,Agudos do Sul,89.0,76.0,6.0,64.0,73.0,4.0,2.0,1.0,3.0,46.0
2023.0,Agudos do Sul,86.0,82.0,5.0,83.0,61.0,6.0,6.0,1.0,5.0,40.0
2018.0,Almirante Tamandaré,1.151,174.0,68.0,1.129,660.0,639.0,176.0,44.0,81.0,157.0
2019.0,Almirante Tamandaré,1.387,169.0,85.0,969.0,762.0,510.0,125.0,27.0,46.0,175.0
2020.0,Almirante Tamandaré,1.092,420.0,53.0,1.004,618.0,376.0,129.0,46.0,29.0,154.0
2021.0,Almirante Tamandaré,924.0,913.0,54.0,1.198,564.0,272.0,117.0,43.0,33.0,82.0
2022.0,Almirante Tamandaré,1.146,1.119,67.0,1.196,604.0,286.0,108.0,31.0,25.0,140.0
2023.0,Almirante Tamandaré,1.343,1.236,96.0,1.017,744.0,264.0,110.0,83.0,88.0,338.0
2018.0,Altamira do Paraná,34.0,5.0,2.0,25.0,22.0,1.0,2.0,1.0,1.0,10.0
2019.0,Altamira do Paraná,25.0,6.0,4.0,14.0,18.0,1.0,1.0,1.0,1.0,7.0
2020.0,Altamira do Paraná,32.0,12.0,3.0,17.0,16.0,1.0,1.0,1.0,1.0,16.0
2021.0,Altamira do Paraná,39.0,25.0,2.0,17.0,29.0,3.0,2.0,1.0,1.0,12.0
2022.0,Altamira do Paraná,21.0,21.0,6.0,13.0,19.0,1.0,1.0,1.0,1.0,7.0
2023.0,Altamira do Paraná,20.0,11.0,2.0,12.0,11.0,1.0,1.0,1.0,1.0,2.0
2018.0,Alto Paraná,173.0,38.0,17.0,160.0,111.0,40.0,17.0,14.0,11.0,28.0
2019.0,Alto Paraná,126.0,31.0,9.0,197.0,81.0,23.0,17.0,19.0,10.0,19.0
2020.0,Alto Paraná,95.0,73.0,10.0,139.0,58.0,26.0,10.0,18.0,6.0,16.0
2021.0,Alto Paraná,121.0,89.0,4.0,138.0,54.0,23.0,9.0,13.0,4.0,26.0
2022.0,Alto Paraná,158.0,110.0,11.0,175.0,83.0,16.0,9.0,8.0,2.0,20.0
2023.0,Alto Paraná,159.0,125.0,11.0,161.0,101.0,14.0,17.0,8.0,11.0,34.0
2018.0,Alto Paraíso,29.0,6.0,3.0,22.0,26.0,1.0,1.0,12.0,1.0,8.0
2019.0,Alto Paraíso,23.0,12.0,1.0,15.0,20.0,2.0,2.0,31.0,2.0,5.0
2020.0,Alto Paraíso,21.0,13.0,2.0,20.0,14.0,1.0,2.0,31.0,1.0,5.0
2021.0,Alto Paraíso,22.0,9.0,2.0,28.0,7.0,3.0,2.0,10.0,1.0,5.0
2022.0,Alto Paraíso,7.0,12.0,2.0,25.0,8.0,2.0,1.0,10.0,2.0,1.0
2023.0,Alto Paraíso,25.0,12.0,3.0,26.0,10.0,1.0,5.0,2.0,1.0,1.0
2018.0,Alto Piquiri,90.0,15.0,10.0,71.0,46.0,5.0,7.0,10.0,10.0,18.0
2019.0,Alto Piquiri,133.0,20.0,8.0,55.0,58.0,3.0,2.0,17.0,8.0,10.0
2020.0,Alto Piquiri,102.0,27.0,6.0,57.0,47.0,4.0,3.0,15.0,11.0,21.0
2021.0,Alto Piquiri,89.0,49.0,7.0,81.0,47.0,4.0,5.0,8.0,19.0,12.0
2022.0,Alto Piquiri,89.0,58.0,5.0,83.0,66.0,5.0,5.0,6.0,14.0,10.0
2023.0,Alto Piquiri,84.0,52.0,1.0,58.0,81.0,3.0,5.0,15.0,20.0,17.0
2018.0,Altônia,159.0,24.0,8.0,169.0,81.0,6.0,7.0,14.0,5.0,33.0
2019.0,Altônia,179.0,30.0,13.0,158.0,77.0,11.0,4.0,17.0,5.0,34.0
2020.0,Altônia,122.0,214.0,13.0,113.0,83.0,3.0,5.0,17.0,6.0,21.0
2021.0,Altônia,149.0,131.0,7.0,114.0,113.0,3.0,9.0,10.0,11.0,30.0
2022.0,Altônia,147.0,103.0,13.0,115.0,96.0,5.0,10.0,1.0,4.0,31.0
2023.0,Altônia,140.0,83.0,8.0,131.0,106.0,10.0,9.0,7.0,6.0,25.0
2018.0,Alvorada do Sul,56.0,9.0,4.0,145.0,27.0,17.0,9.0,4.0,3.0,7.0
2019.0,Alvorada do Sul,51.0,16.0,2.0,99.0,35.0,9.0,3.0,5.0,5.0,20.0
2020.0,Alvorada do Sul,55.0,45.0,4.0,84.0,29.0,7.0,5.0,10.0,10.0,13.0
2021.0,Alvorada do Sul,41.0,53.0,3.0,79.0,31.0,9.0,5.0,11.0,9.0,14.0
2022.0,Alvorada do Sul,49.0,41.0,4.0,131.0,55.0,9.0,5.0,2.0,2.0,16.0
2023.0,Alvorada do Sul,89.0,57.0,12.0,59.0,50.0,4.0,3.0,6.0,2.0,18.0
2018.0,Amaporã,69.0,1.0,2.0,71.0,22.0,5.0,1.0,3.0,3.0,8.0
2019.0,Amaporã,62.0,7.0,2.0,54.0,51.0,7.0,2.0,7.0,2.0,9.0
2020.0,Amaporã,38.0,3.0,4.0,44.0,33.0,5.0,1.0,3.0,3.0,13.0
2021.0,Amaporã,45.0,17.0,2.0,72.0,37.0,3.0,1.0,2.0,2.0,9.0
2022.0,Amaporã,44.0,24.0,2.0,48.0,32.0,7.0,3.0,6.0,1.0,5.0
2023.0,Amaporã,57.0,26.0,5.0,55.0,43.0,6.0,1.0,1.0,1.0,13.0
2018.0,Ampére,299.0,27.0,7.0,203.0,155.0,14.0,20.0,10.0,15.0,43.0
2019.0,Ampére,284.0,42.0,17.0,136.0,162.0,16.0,13.0,9.0,14.0,62.0
2020.0,Ampére,232.0,57.0,15.0,101.0,122.0,5.0,18.0,10.0,7.0,66.0
2021.0,Ampére,250.0,119.0,18.0,115.0,145.0,4.0,5.0,6.0,8.0,134.0
2022.0,Ampére,276.0,169.0,16.0,123.0,152.0,5.0,2.0,7.0,8.0,108.0
2023.0,Ampére,302.0,170.0,9.0,102.0,159.0,9.0,7.0,7.0,12.0,125.0
2018.0,Anahy,19.0,12.0,2.0,20.0,15.0,4.0,4.0,2.0,5.0,8.0
2019.0,Anahy,11.0,1.0,2.0,14.0,7.0,2.0,1.0,1.0,3.5,2.0
2020.0,Anahy,13.0,3.0,2.0,19.0,13.0,3.0,1.0,2.0,1.0,1.0
2021.0,Anahy,12.0,15.0,1.0,16.0,6.0,1.0,2.0,1.0,3.0,5.0
2022.0,Anahy,18.0,12.0,3.0,27.0,11.0,2.0,3.0,1.0,3.5,3.0
2023.0,Anahy,21.0,17.0,2.0,22.0,15.0,2.0,2.0,1.0,4.0,2.0
2018.0,Andirá,287.0,65.0,31.0,226.0,122.0,49.0,14.0,110.0,24.0,65.0
2019.0,Andirá,258.0,72.0,12.0,213.0,143.0,50.0,15.0,123.0,18.0,63.0
2020.0,Andirá,224.0,137.0,12.0,188.0,134.0,29.0,17.0,74.0,24.0,114.0
2021.0,Andirá,198.0,154.0,5.0,215.0,85.0,41.0,6.0,34.0,12.0,72.0
2022.0,Andirá,213.0,190.0,5.0,146.0,88.0,19.0,11.0,36.0,17.0,71.0
2023.0,Andirá,187.0,171.0,8.0,137.0,96.0,13.0,14.0,47.0,31.0,77.0
2018.0,Antonina,245.0,31.0,10.0,458.0,170.0,71.0,10.0,35.0,145.0,120.0
2019.0,Antonina,224.0,35.0,11.0,404.0,165.0,46.0,9.0,24.0,62.0,75.0
2020.0,Antonina,191.0,112.0,12.0,269.0,131.0,24.0,6.0,14.0,37.0,103.0
2021.0,Antonina,209.0,101.0,10.0,301.0,180.0,26.0,10.0,29.0,21.0,214.0
2022.0,Antonina,193.0,132.0,13.0,346.0,150.0,18.0,6.0,17.0,15.0,191.0
2023.0,Antonina,263.0,146.0,14.0,350.0,145.0,17.0,4.0,17.0,37.0,117.0
2018.0,Antônio Olinto,65.0,10.0,3.0,47.0,50.0,4.0,3.0,2.5,2.0,12.0
2019.0,Antônio Olinto,43.0,5.0,4.0,45.0,25.0,5.0,1.0,2.5,4.0,10.0
2020.0,Antônio Olinto,38.0,16.0,3.0,33.0,20.0,2.0,2.0,4.0,6.0,9.0
2021.0,Antônio Olinto,43.0,18.0,3.0,31.0,19.0,6.0,2.0,1.0,3.0,13.0
2022.0,Antônio Olinto,42.0,20.0,7.0,24.0,26.0,2.0,2.0,3.0,1.0,7.0
2023.0,Antônio Olinto,59.0,27.0,4.0,24.0,24.0,2.0,1.0,2.0,2.0,14.0
2018.0,Apucarana,1.498,70.0,59.0,2.238,744.0,458.0,176.0,279.0,330.0,370.0
2019.0,Apucarana,1.85,152.0,69.0,2.455,1.049,319.0,221.0,250.0,274.0,372.0
2020.0,Apucarana,1.403,524.0,59.0,1.932,846.0,301.0,167.0,329.0,221.0,272.0
2021.0,Apucarana,1.314,872.0,59.0,2.515,867.0,259.0,192.0,266.0,160.0,212.0
2022.0,Apucarana,1.211,1.001,66.0,2.45,761.0,291.0,194.0,165.0,142.0,238.0
2023.0,Apucarana,1.307,1.582,55.0,2.072,795.0,191.0,205.0,225.0,134.0,341.0
2018.0,Arapongas,864.0,286.0,36.0,1.442,483.0,355.0,223.0,148.0,372.0,102.0
2019.0,Arapongas,833.0,314.0,39.0,1.397,469.0,273.0,201.0,167.0,140.0,90.0
2020.0,Arapongas,546.0,661.0,36.0,1.171,374.0,195.0,197.0,165.0,70.0,71.0
2021.0,Arapongas,653.0,1.133,50.0,1.286,397.0,137.0,179.0,177.0,73.0,91.0
2022.0,Arapongas,675.0,1.496,48.0,1.289,394.0,127.0,215.0,116.0,42.0,84.0
2023.0,Arapongas,854.0,1.479,46.0,1.101,532.0,118.0,136.0,79.0,103.0,107.0
2018.0,Arapoti,316.0,31.0,15.0,379.0,180.0,113.0,39.0,19.0,13.0,96.0
2019.0,Arapoti,263.0,49.0,25.0,285.0,160.0,86.0,34.0,38.0,6.0,94.0
2020.0,Arapoti,237.0,201.0,13.0,303.0,135.0,45.0,13.0,24.0,10.0,84.0
2021.0,Arapoti,285.0,168.0,25.0,290.0,163.0,45.0,14.0,21.0,5.0,47.0
2022.0,Arapoti,267.0,182.0,25.0,351.0,146.0,49.0,18.0,18.0,6.0,56.0
2023.0,Arapoti,317.0,187.0,23.0,414.0,170.0,44.0,17.0,10.0,7.0,91.0
2018.0,Araruna,77.0,4.0,3.0,159.0,74.0,19.0,13.0,5.0,8.0,19.0
2019.0,Araruna,93.0,14.0,4.0,123.0,70.0,13.0,9.0,6.0,2.0,11.0
2020.0,Araruna,90.0,39.0,6.0,96.0,77.0,10.0,11.0,5.0,2.0,6.0
2021.0,Araruna,83.0,71.0,3.0,140.0,74.0,14.0,14.0,6.0,8.0,13.0
2022.0,Araruna,84.0,83.0,8.0,186.0,66.0,11.0,19.0,4.0,10.0,11.0
2023.0,Araruna,97.0,94.0,4.0,132.0,78.0,10.0,16.0,11.0,13.0,18.0
2018.0,Araucária,1.165,329.0,129.0,1.637,689.0,923.0,144.0,65.0,184.0,316.0
2019.0,Araucária,1.318,536.0,116.0,1.647,728.0,801.0,173.0,69.0,158.0,345.0
2020.0,Araucária,1.068,985.0,122.0,1.636,600.0,537.0,139.0,123.0,113.0,214.0
2021.0,Araucária,1.033,1.707,95.0,1.772,653.0,528.0,126.0,64.0,162.0,219.0
2022.0,Araucária,1.135,2.134,117.0,1.888,727.0,434.0,109.0,46.0,61.0,283.0
2023.0,Araucária,1.409,2.207,110.0,1.447,767.0,230.0,104.0,94.0,152.0,281.0
2018.0,Ariranha do Ivaí,20.0,2.0,1.0,13.0,5.0,6.0,2.0,1.0,1.0,6.0
2019.0,Ariranha do Ivaí,13.0,1.0,1.0,13.0,14.0,1.0,2.0,1.0,1.5,1.0
2020.0,Ariranha do Ivaí,15.0,7.0,1.0,17.0,7.0,1.0,3.0,1.0,2.0,1.0
2021.0,Ariranha do Ivaí,19.0,11.0,3.0,19.0,7.0,1.0,1.0,1.0,1.0,2.0
2022.0,Ariranha do Ivaí,18.0,3.0,1.0,27.0,8.0,1.0,2.0,1.0,1.5,2.0
2023.0,Ariranha do Ivaí,15.0,10.0,2.0,13.0,9.0,1.0,2.0,1.0,2.0,1.0
2018.0,Assaí,145.0,39.0,8.0,169.0,70.0,25.0,9.0,21.0,49.0,58.0
2019.0,Assaí,165.0,40.0,12.0,162.0,73.0,20.0,6.0,44.0,50.0,66.0
2020.0,Assaí,123.0,88.0,10.0,147.0,62.0,11.0,7.0,49.0,41.0,72.0
2021.0,Assaí,153.0,104.0,6.0,167.0,85.0,15.0,4.0,52.0,40.0,72.0
2022.0,Assaí,115.0,126.0,7.0,138.0,59.0,4.0,8.0,46.0,23.0,38.0
2023.0,Assaí,139.0,91.0,2.0,90.0,72.0,6.0,12.0,35.0,47.0,45.0
2018.0,Assis Chateaubriand,390.0,68.0,19.0,603.0,189.0,87.0,49.0,40.0,39.0,50.0
2019.0,Assis Chateaubriand,363.0,60.0,19.0,413.0,236.0,55.0,14.0,39.0,59.0,64.0
2020.0,Assis Chateaubriand,271.0,128.0,10.0,278.0,143.0,36.0,21.0,39.0,52.0,37.0
2021.0,Assis Chateaubriand,289.0,182.0,9.0,412.0,193.0,23.0,42.0,27.0,29.0,65.0
2022.0,Assis Chateaubriand,262.0,289.0,15.0,558.0,207.0,52.0,78.0,11.0,19.0,50.0
2023.0,Assis Chateaubriand,283.0,370.0,17.0,486.0,198.0,28.0,38.0,20.0,89.0,76.0
2018.0,Astorga,216.0,77.0,15.0,275.0,135.0,40.0,21.0,36.0,34.0,51.0
2019.0,Astorga,198.0,68.0,16.0,280.0,123.0,35.0,32.0,13.0,13.0,23.0
2020.0,Astorga,162.0,163.0,14.0,240.0,94.0,21.0,25.0,18.0,9.0,33.0
2021.0,Astorga,192.0,170.0,4.0,264.0,124.0,30.0,19.0,16.0,12.0,35.0
2022.0,Astorga,169.0,289.0,9.0,285.0,93.0,31.0,44.0,10.0,2.0,27.0
2023.0,Astorga,243.0,293.0,22.0,210.0,134.0,25.0,22.0,7.0,8.0,23.0
2018.0,Atalaia,22.0,4.0,1.0,43.0,23.0,6.0,4.0,1.0,5.0,8.0
2019.0,Atalaia,30.0,3.0,1.0,21.0,22.0,5.0,3.0,2.0,4.0,2.0
2020.0,Atalaia,19.0,9.0,1.0,29.0,12.0,3.0,2.0,1.5,1.0,1.0
2021.0,Atalaia,23.0,27.0,1.0,27.0,19.0,5.0,1.0,1.0,1.0,2.0
2022.0,Atalaia,23.0,37.0,1.0,38.0,28.0,1.0,5.0,1.5,1.0,9.0
2023.0,Atalaia,39.0,34.0,1.0,38.0,31.0,3.0,1.0,2.0,1.0,4.0
2018.0,Balsa Nova,142.0,8.0,7.0,165.0,79.0,101.0,4.0,17.0,6.0,19.0
2019.0,Balsa Nova,134.0,7.0,9.0,151.0,68.0,47.0,6.0,8.0,4.0,33.0
2020.0,Balsa Nova,139.0,45.0,7.0,176.0,72.0,50.0,2.0,14.0,6.0,36.0
2021.0,Balsa Nova,134.0,88.0,14.0,134.0,50.0,32.0,3.0,23.0,6.0,29.0
2022.0,Balsa Nova,127.0,106.0,8.0,179.0,56.0,32.0,10.0,15.0,4.0,35.0
2023.0,Balsa Nova,129.0,118.0,13.0,173.0,62.0,27.0,3.0,16.0,26.0,63.0
2018.0,Bandeirantes,302.0,80.0,12.0,596.0,197.0,46.0,32.0,88.0,9.0,116.0
2019.0,Bandeirantes,275.0,120.0,13.0,506.0,163.0,54.0,13.0,59.0,21.0,87.0
2020.0,Bandeirantes,247.0,191.0,12.0,474.0,139.0,37.0,31.0,61.0,20.0,107.0
2021.0,Bandeirantes,218.0,241.0,8.0,486.0,112.0,41.0,26.0,59.0,8.0,91.0
2022.0,Bandeirantes,220.0,311.0,7.0,437.0,111.0,15.0,21.0,37.0,16.0,91.0
2023.0,Bandeirantes,282.0,280.0,9.0,404.0,156.0,19.0,16.0,63.0,52.0,185.0
2018.0,Barbosa Ferraz,131.0,13.0,7.0,125.0,56.0,7.0,5.0,8.0,3.0,10.0
2019.0,Barbosa Ferraz,119.0,17.0,8.0,108.0,68.0,6.0,5.0,7.0,7.0,6.0
2020.0,Barbosa Ferraz,97.0,34.0,11.0,88.0,52.0,4.0,7.0,11.0,6.0,8.0
2021.0,Barbosa Ferraz,98.0,48.0,13.0,89.0,53.0,5.0,5.0,7.0,7.0,9.0
2022.0,Barbosa Ferraz,103.0,84.0,12.0,142.0,53.0,8.0,12.0,8.0,6.0,11.0
2023.0,Barbosa Ferraz,104.0,63.0,15.0,122.0,63.0,6.0,7.0,6.0,6.0,15.0
2018.0,Barra do Jacaré,15.0,1.0,1.0,20.0,11.0,8.0,2.0,2.0,2.0,2.0
2019.0,Barra do Jacaré,18.0,3.0,1.0,44.0,3.0,2.0,3.0,2.0,1.5,8.0
2020.0,Barra do Jacaré,16.0,13.0,2.0,30.0,9.0,4.0,1.0,2.0,1.5,9.0
2021.0,Barra do Jacaré,21.0,21.0,2.0,17.0,10.0,2.0,1.0,2.0,1.5,6.0
2022.0,Barra do Jacaré,15.0,19.0,2.0,11.0,4.0,5.0,3.0,2.0,1.0,5.0
2023.0,Barra do Jacaré,28.0,21.0,2.0,21.0,18.0,1.0,1.0,2.0,1.5,14.0
2018.0,Barracão,189.0,31.0,22.0,158.0,107.0,11.0,13.0,3.0,11.0,35.0
2019.0,Barracão,153.0,36.0,6.0,158.0,96.0,3.0,13.0,4.0,12.0,40.0
2020.0,Barracão,104.0,32.0,6.0,120.0,85.0,14.0,13.0,11.0,10.0,33.0
2021.0,Barracão,158.0,63.0,4.0,137.0,56.0,3.0,10.0,4.0,8.0,76.0
2022.0,Barracão,134.0,50.0,10.0,148.0,74.0,12.0,23.0,14.0,10.0,66.0
2023.0,Barracão,145.0,69.0,10.0,124.0,90.0,8.0,15.0,10.0,7.0,49.0
2018.0,Bela Vista da Caroba,32.0,8.0,2.0,24.0,5.0,2.0,1.0,1.0,2.0,15.0
2019.0,Bela Vista da Caroba,25.0,2.0,4.0,39.0,23.0,3.0,7.0,1.0,2.0,6.0
2020.0,Bela Vista da Caroba,26.0,9.0,1.0,14.0,10.0,2.0,2.0,1.0,1.0,6.0
2021.0,Bela Vista da Caroba,28.0,9.0,2.0,16.0,29.0,1.0,1.5,1.0,1.5,4.0
2022.0,Bela Vista da Caroba,20.0,6.0,5.0,24.0,14.0,2.0,1.0,1.0,1.5,4.0
2023.0,Bela Vista da Caroba,23.0,6.0,2.0,12.0,15.0,2.0,1.5,1.0,1.0,7.0
2018.0,Bela Vista do Paraíso,124.0,33.0,6.0,196.0,92.0,45.0,9.0,18.0,9.0,12.0
2019.0,Bela Vista do Paraíso,135.0,39.0,10.0,136.0,93.0,43.0,14.0,14.0,9.0,24.0
2020.0,Bela Vista do Paraíso,101.0,61.0,6.0,158.0,74.0,23.0,16.0,11.0,11.0,29.0
2021.0,Bela Vista do Paraíso,104.0,93.0,9.0,117.0,74.0,15.0,7.0,17.0,10.0,18.0
2022.0,Bela Vista do Paraíso,106.0,90.0,8.0,144.0,78.0,15.0,12.0,5.0,8.0,25.0
2023.0,Bela Vista do Paraíso,173.0,176.0,7.0,132.0,95.0,20.0,15.0,7.0,3.0,28.0
2018.0,Bituruna,126.0,15.0,8.0,175.0,78.0,15.0,9.0,5.0,7.0,12.0
2019.0,Bituruna,160.0,22.0,16.0,153.0,115.0,24.0,6.0,3.0,12.0,11.0
2020.0,Bituruna,136.0,31.0,16.0,155.0,100.0,18.0,5.0,2.0,1.0,21.0
2021.0,Bituruna,134.0,75.0,15.0,183.0,98.0,19.0,4.0,3.0,1.0,10.0
2022.0,Bituruna,202.0,78.0,15.0,216.0,126.0,14.0,11.0,2.0,8.0,17.0
2023.0,Bituruna,177.0,81.0,13.0,170.0,122.0,9.0,12.0,3.0,12.0,31.0
2018.0,Boa Esperança,38.0,6.0,4.0,39.0,15.0,10.0,2.0,2.0,6.0,7.0
2019.0,Boa Esperança,47.0,6.0,4.0,41.0,17.0,2.0,3.0,2.0,6.0,11.0
2020.0,Boa Esperança,36.0,14.0,4.0,19.0,12.0,2.0,3.0,3.0,1.0,10.0
2021.0,Boa Esperança,57.0,13.0,1.0,20.0,25.0,3.0,2.0,2.0,1.0,13.0
2022.0,Boa Esperança,39.0,20.0,2.0,34.0,21.0,2.0,7.0,2.0,1.0,17.0
2023.0,Boa Esperança,28.0,25.0,3.0,27.0,18.0,2.0,4.0,2.0,1.0,7.0
2018.0,Boa Esperança do Iguaçu,44.0,3.0,2.0,23.0,12.0,1.0,5.0,1.0,1.0,12.0
2019.0,Boa Esperança do Iguaçu,50.0,9.0,2.0,34.0,7.0,1.0,1.0,1.0,1.0,17.0
2020.0,Boa Esperança do Iguaçu,34.0,15.0,3.0,20.0,16.0,1.0,1.0,1.0,1.0,18.0
2021.0,Boa Esperança do Iguaçu,25.0,17.0,2.5,20.0,11.0,1.0,1.0,1.0,1.0,7.0
2022.0,Boa Esperança do Iguaçu,26.0,14.0,2.5,19.0,11.0,1.0,1.0,1.0,1.0,13.0
2023.0,Boa Esperança do Iguaçu,33.0,6.0,4.0,14.0,22.0,1.0,2.0,1.0,2.0,6.0
2018.0,Boa Ventura de São Roque,45.0,2.0,7.0,41.0,34.0,1.0,3.0,1.0,2.0,5.0
2019.0,Boa Ventura de São Roque,48.0,3.0,4.0,34.0,35.0,3.0,2.0,1.0,2.0,2.0
2020.0,Boa Ventura de São Roque,42.0,12.0,5.0,51.0,28.0,1.0,7.0,1.0,2.0,21.0
2021.0,Boa Ventura de São Roque,42.0,14.0,7.0,42.0,25.0,2.0,3.0,3.0,2.0,12.0
2022.0,Boa Ventura de São Roque,45.0,22.0,4.0,27.0,32.0,2.0,3.0,1.0,2.0,9.0
2023.0,Boa Ventura de São Roque,40.0,12.0,5.0,17.0,33.0,3.0,2.0,3.0,2.0,2.0
2018.0,Boa Vista da Aparecida,39.0,13.0,6.0,100.0,29.0,6.0,11.0,1.0,28.0,5.0
2019.0,Boa Vista da Aparecida,48.0,1.0,6.0,73.0,24.0,1.0,9.0,8.0,19.0,3.0
2020.0,Boa Vista da Aparecida,37.0,13.0,6.0,85.0,39.0,4.0,8.0,3.0,8.0,5.0
2021.0,Boa Vista da Aparecida,67.0,29.0,6.0,98.0,39.0,2.0,9.0,7.0,11.0,4.0
2022.0,Boa Vista da Aparecida,57.0,35.0,3.0,119.0,39.0,7.0,13.0,6.0,12.0,3.0
2023.0,Boa Vista da Aparecida,69.0,46.0,5.0,101.0,53.0,4.0,8.0,10.0,8.0,1.0
2018.0,Bocaiúva do Sul,153.0,27.0,13.0,148.0,79.0,57.0,8.0,3.0,1.0,74.0
2019.0,Bocaiúva do Sul,194.0,26.0,19.0,161.0,101.0,41.0,6.0,1.0,5.0,49.0
2020.0,Bocaiúva do Sul,176.0,52.0,14.0,134.0,104.0,31.0,8.0,5.0,8.0,52.0
2021.0,Bocaiúva do Sul,169.0,103.0,14.0,205.0,89.0,34.0,15.0,13.0,4.0,28.0
2022.0,Bocaiúva do Sul,189.0,129.0,18.0,177.0,89.0,25.0,13.0,2.0,3.0,39.0
2023.0,Bocaiúva do Sul,168.0,120.0,15.0,136.0,122.0,18.0,11.0,6.0,6.0,80.0
2018.0,Bom Jesus do Sul,38.0,2.0,1.0,28.0,28.0,1.0,2.0,1.0,1.0,7.0
2019.0,Bom Jesus do Sul,21.0,11.0,1.0,40.0,19.0,1.0,4.0,1.0,1.0,8.0
2020.0,Bom Jesus do Sul,37.0,10.0,1.0,46.0,19.0,1.0,1.0,1.0,2.0,4.0
2021.0,Bom Jesus do Sul,30.0,9.0,3.0,19.0,18.0,3.0,1.0,1.0,1.0,12.0
2022.0,Bom Jesus do Sul,32.0,12.0,1.0,22.0,16.0,1.0,2.0,1.0,1.0,8.0
2023.0,Bom Jesus do Sul,42.0,16.0,2.0,32.0,17.0,1.0,1.0,1.0,1.0,10.0
2018.0,Bom Sucesso,74.0,4.0,4.0,89.0,41.0,17.0,9.0,9.0,15.0,10.0
2019.0,Bom Sucesso,50.0,13.0,7.0,86.0,49.0,7.0,4.0,4.0,9.0,7.0
2020.0,Bom Sucesso,66.0,12.0,4.0,45.0,41.0,5.0,4.0,5.0,2.0,15.0
2021.0,Bom Sucesso,74.0,17.0,1.0,48.0,45.0,6.0,8.0,2.0,3.0,36.0
2022.0,Bom Sucesso,69.0,29.0,5.0,59.0,47.0,3.0,3.0,1.0,1.0,15.0
2023.0,Bom Sucesso,65.0,24.0,3.0,71.0,45.0,2.0,4.0,2.0,6.0,19.0
2018.0,Bom Sucesso do Sul,43.0,7.0,3.0,33.0,17.0,1.0,3.0,1.0,1.0,4.0
2019.0,Bom Sucesso do Sul,30.0,3.0,3.0,31.0,16.0,1.0,5.0,1.0,3.0,11.0
2020.0,Bom Sucesso do Sul,41.0,7.0,3.0,15.0,21.0,1.0,1.0,1.0,2.0,7.0
2021.0,Bom Sucesso do Sul,34.0,23.0,6.0,15.0,23.0,1.0,2.0,1.0,1.0,11.0
2022.0,Bom Sucesso do Sul,43.0,25.0,1.0,22.0,25.0,1.0,1.0,1.0,4.0,4.0
2023.0,Bom Sucesso do Sul,33.0,25.0,5.0,27.0,23.0,1.0,2.0,2.0,3.0,10.0
2018.0,Borrazópolis,115.0,3.0,6.0,128.0,74.0,4.0,6.0,2.0,6.0,8.0
2019.0,Borrazópolis,110.0,8.0,6.0,61.0,58.0,3.0,2.0,6.0,11.0,16.0
2020.0,Borrazópolis,95.0,27.0,9.0,57.0,52.0,5.0,3.0,3.0,7.0,16.0
2021.0,Borrazópolis,101.0,18.0,3.0,69.0,51.0,5.0,2.0,6.0,11.0,19.0
2022.0,Borrazópolis,74.0,31.0,5.0,64.0,41.0,4.0,7.0,11.0,12.0,19.0
2023.0,Borrazópolis,79.0,27.0,3.0,55.0,46.0,4.0,2.0,11.0,8.0,8.0
2018.0,Braganey,63.0,4.0,5.0,42.0,32.0,3.0,2.0,1.0,12.0,15.0
